site,name,label,lat,lon,class,area_ha
844,Blind Sucker River Area Wetland,844:Blind Sucker River Area Wetland,46.6771794,-85.68545376,barrier,1.234577017
845,Sucker River Wetland,845:Sucker River Wetland,46.66850011,-85.92956873,riverine,115.9182788
846,West Bay Wetland,846:West Bay Wetland,46.67044231,-85.96458281,barrier,3.280060482
847,Colton Bay Wetland,847:Colton Bay Wetland,46.0638479,-83.57480774,lacustrine,44.15932641
848,Poe Point Area Wetland,848:Poe Point Area Wetland,46.09834018,-83.62891961,lacustrine,118.251052
849,Chippewa Point Area Wetland,849:Chippewa Point Area Wetland,46.09771105,-83.72047731,lacustrine,3.119089475
850,Bruce Point Area Wetland,850:Bruce Point Area Wetland,46.08527708,-83.72468083,lacustrine,3.269294462
851,Northwest Drummond Island Wetland #5,851:Northwest Drummond Island Wetland #5,46.07922621,-83.70911881,lacustrine,1.082728034
852,Paw Point Wetland,852:Paw Point Wetland,46.06356333,-83.67650293,lacustrine,1.025423867
853,Quarry Island Wetland,853:Quarry Island Wetland,46.03628061,-83.73443707,lacustrine,0.24301586
854,Pickland Point Island Wetland,854:Pickland Point Island Wetland,46.01237473,-83.77995878,lacustrine,0.584798228
855,Young Island Wetland,855:Young Island Wetland,46.00125891,-83.77810765,lacustrine,4.221756444
857,Fairbank Point Area Wetland,857:Fairbank Point Area Wetland,45.99635237,-83.82917406,lacustrine,5.040793303
858,Adelalde Island Area Wetland,858:Adelalde Island Area Wetland,46.00516773,-83.83308639,barrier,1.053654606
859,Sturgeon Point Wetland,859:Sturgeon Point Wetland,46.01227482,-83.83073959,barrier,3.028616398
862,Jones Island Area Wetland,862:Jones Island Area Wetland,45.97774174,-83.87762148,barrier,4.160609177
863,Sweets Point Area Wetland,863:Sweets Point Area Wetland,46.03071093,-83.94335309,barrier,1.324688359
864,Sweets Point Area Wetland #1,864:Sweets Point Area Wetland #1,46.02950498,-83.94279929,barrier,0.770457918
865,Sweets Point Area Wetland #2,865:Sweets Point Area Wetland #2,46.02774255,-83.93900988,lacustrine,3.126711319
866,Sweets Point Area Wetland #3,866:Sweets Point Area Wetland #3,46.02453056,-83.94738255,lacustrine,0.762875346
867,Maud Bay Wetland,867:Maud Bay Wetland,46.02728189,-83.98569769,lacustrine,11.63558104
868,Maud Bay Area Wetland #1,868:Maud Bay Area Wetland #1,46.01774549,-83.97627542,lacustrine,29.30140649
869,Carlton Lake Area Wetland,869:Carlton Lake Area Wetland,46.04140947,-84.00936766,lacustrine,10.16231852
870,Carlton Lake Area Wetland #1,870:Carlton Lake Area Wetland #1,46.04964957,-84.02277699,lacustrine,17.67259304
871,Raber Point Wetland,871:Raber Point Wetland,46.06995416,-84.04284292,lacustrine,87.06475729
872,Raber Bay Area Wetland,872:Raber Bay Area Wetland,46.08776869,-84.06551061,lacustrine,3.178921338
873,Lime Island Wetland #1,873:Lime Island Wetland #1,46.08652648,-83.98960681,lacustrine,8.511398287
874,Hart Island Wetland,874:Hart Island Wetland,46.08912603,-83.98466366,barrier,1.035524178
875,Lime Island Wetland,875:Lime Island Wetland,46.09320643,-84.00601394,barrier,1.048254002
876,Lime Island Wetland #2,876:Lime Island Wetland #2,46.07850107,-83.98252618,lacustrine,1.544225143
877,Raber Bay Area Wetland #1,877:Raber Bay Area Wetland #1,46.1111782,-84.05792199,lacustrine,0.777821021
878,Gogomain River Area Wetland,878:Gogomain River Area Wetland,46.14822416,-84.09382913,riverine,9.731455328
879,Roach Point Area Wetland,879:Roach Point Area Wetland,46.18334166,-84.17362362,lacustrine,0.247784144
880,Roach Point Area Wetland #1,880:Roach Point Area Wetland #1,46.1837394,-84.17828542,lacustrine,2.478846027
881,Roach Point Area Wetland #2,881:Roach Point Area Wetland #2,46.16465504,-84.20115107,barrier,4.02368803
882,Gull Island Area Wetland,882:Gull Island Area Wetland,46.1634911,-84.21759057,lacustrine,18.19949126
883,Gull Island Area Wetland #1,883:Gull Island Area Wetland #1,46.16526963,-84.22749449,lacustrine,0.663530125
884,Munuscong Lake Island Wetland,884:Munuscong Lake Island Wetland,46.20107607,-84.2584908,riverine,0.901807146
885,Munuscong Island Area Wetland #1,885:Munuscong Island Area Wetland #1,46.21654845,-84.24954307,riverine,1.79145291
886,Munuscong Island Area Wetland,886:Munuscong Island Area Wetland,46.20794352,-84.24538753,lacustrine,0.18367075
887,Munuscong Island Area Wetland #2,887:Munuscong Island Area Wetland #2,46.21391344,-84.23610681,riverine,0.113677417
888,Munuscong Island Area Wetland #3,888:Munuscong Island Area Wetland #3,46.21726169,-84.23861051,riverine,0.167823245
889,Munuscong Island Area Wetland #4,889:Munuscong Island Area Wetland #4,46.21962847,-84.24096524,riverine,0.099819147
890,Munuscong Island Area Wetland #5,890:Munuscong Island Area Wetland #5,46.2192037,-84.2364821,riverine,12.10160129
892,Kemps Point Area Wetland,892:Kemps Point Area Wetland,46.24129656,-84.18795852,riverine,3.889072931
893,Kemps Point Island Wetland,893:Kemps Point Island Wetland,46.23448426,-84.18234732,riverine,1.438418884
894,Southwest Neebish Island Area Wetland,894:Southwest Neebish Island Area Wetland,46.24242772,-84.17218929,riverine,4.21325352
895,Southwest Neebish Island Area Wetland #1,895:Southwest Neebish Island Area Wetland #1,46.23392272,-84.16079032,riverine,13.64016602
896,Southwest Neebish Island Area Wetland #2,896:Southwest Neebish Island Area Wetland #2,46.22844638,-84.15340769,riverine,1.367374834
897,Neebish Island Area Wetland,897:Neebish Island Area Wetland,46.22385475,-84.16608317,riverine,5.763951934
898,Rains Island Area Wetland,898:Rains Island Area Wetland,46.25203372,-84.11022923,riverine,8.668988395
899,Johnson Point Wetland,899:Johnson Point Wetland,46.25464269,-84.1026775,lacustrine,1.181520806
900,Rains Island Area Wetland #1,900:Rains Island Area Wetland #1,46.25977788,-84.11632821,lacustrine,2.84991893
901,Chicken Island Area Wetland,901:Chicken Island Area Wetland,46.30564208,-84.1315435,riverine,15.28635112
902,Hen Island Area Wetland,902:Hen Island Area Wetland,46.31823281,-84.14216537,riverine,1.623978203
903,Sand Island Area Wetland,903:Sand Island Area Wetland,46.32433203,-84.17041848,riverine,31.23161443
904,West Neebish Channel Area Wetland #1,904:West Neebish Channel Area Wetland #1,46.27273092,-84.19194747,riverine,14.57903595
905,West Neebish Channel Area Wetland,905:West Neebish Channel Area Wetland,46.27021398,-84.19892706,riverine,3.226849187
906,Oak Ridge Area Wetland,906:Oak Ridge Area Wetland,46.28451712,-84.21807433,barrier,7.937400781
908,Sailors Creek Area Wetland,908:Sailors Creek Area Wetland,46.39098145,-84.25100399,riverine,6.969188104
909,Baie De Wasai Area Wetland,909:Baie De Wasai Area Wetland,46.43916386,-84.24144258,riverine,2.417438695
910,Little Rapids Channel Island Wetland,910:Little Rapids Channel Island Wetland,46.45558611,-84.2726216,riverine,5.424655489
911,Frechette Point Area Wetland,911:Frechette Point Area Wetland,46.46062187,-84.2870848,riverine,1.084789281
912,Island No. 3 Area Wetland,912:Island No. 3 Area Wetland,46.4723608,-84.30135773,riverine,0.957543427
913,"Islands No. 1,2,3 Wetland","913:Islands No. 1,2,3 Wetland",46.47411405,-84.29609207,riverine,45.19886543
914,Little Rapids Area Wetland,914:Little Rapids Area Wetland,46.47478394,-84.28517679,riverine,1.167510521
915,Island No. 1 Wetland,915:Island No. 1 Wetland,46.48368815,-84.295221,riverine,6.049252392
916,Black Point Area Wetland,916:Black Point Area Wetland,46.48748126,-84.28318748,riverine,9.521550366
917,Palmers Point Wetland,917:Palmers Point Wetland,46.53179049,-84.19942324,riverine,19.88631377
918,Palmers Point Area Wetland,918:Palmers Point Area Wetland,46.5380735,-84.19634796,riverine,10.069139
919,Palmers Point Area Wetland #1,919:Palmers Point Area Wetland #1,46.52559528,-84.19316331,barrier,4.54721075
920,Palmers Point Area Wetland #2,920:Palmers Point Area Wetland #2,46.52263616,-84.16945096,riverine,9.638781619
921,Churchville Point Area Wetland,921:Churchville Point Area Wetland,46.51763351,-84.12125149,riverine,4.506248709
922,Ashman Bay Wetland,922:Ashman Bay Wetland,46.4946906,-84.37651137,riverine,6.641790203
923,Ashman Bay Wetland #1,923:Ashman Bay Wetland #1,46.4918846,-84.38959648,riverine,5.156810011
924,Sault Ste. Marie Wetland,924:Sault Ste. Marie Wetland,46.489651,-84.3952725,riverine,1.152955592
925,Sault Ste. Marie Wetland #1,925:Sault Ste. Marie Wetland #1,46.48966195,-84.39776392,riverine,0.376809165
926,Brush Point Area Wetland,926:Brush Point Area Wetland,46.46023088,-84.46418943,riverine,12.34211617
927,Cedar Point Area Wetland,927:Cedar Point Area Wetland,46.45255608,-84.47984553,riverine,2.185832777
928,Cedar Point Wetland,928:Cedar Point Wetland,46.43904098,-84.48776944,riverine,39.40347338
929,Waiska Bay Wetland,929:Waiska Bay Wetland,46.41677423,-84.59854788,riverine,1.782626035
933,Tahquamenon River Area Wetland,933:Tahquamenon River Area Wetland,46.57073031,-85.03269841,lacustrine,5.197025548
934,Betsy River Area Wetland,934:Betsy River Area Wetland,46.67719512,-85.02845518,riverine,3.095094768
935,Browns Lake Area Wetland,935:Browns Lake Area Wetland,46.75448971,-85.23723525,barrier,10.67157323
936,East Bay Wetland,936:East Bay Wetland,46.6748478,-85.95091437,riverine,3.446300893
937,Kahls Park Wetland,937:Kahls Park Wetland,46.6753096,-85.9473115,riverine,0.266450768
938,Au Sable Point Wetland,938:Au Sable Point Wetland,46.6664317,-86.14763842,barrier,194.6699021
939,Sullivans Landing Wetland,939:Sullivans Landing Wetland,46.64385514,-86.19970026,barrier,14.69344347
940,Pictured Rocks Area Wetland #2,940:Pictured Rocks Area Wetland #2,46.5936027,-86.30728396,barrier,15.04049664
941,Pictured Rocks Area Wetland #8,941:Pictured Rocks Area Wetland #8,46.44931702,-86.60262091,barrier,22.87487613
942,Grand Island Harbor Area Wetland #1,942:Grand Island Harbor Area Wetland #1,46.4766947,-86.64143332,barrier,155.3703822
943,Powell Point Wetland,943:Powell Point Wetland,46.43436364,-86.67993766,barrier,157.3729208
944,Williams Landing Wetland,944:Williams Landing Wetland,46.45190173,-86.6752436,barrier,10.97489187
945,Au Train River Wetland,945:Au Train River Wetland,46.42378123,-86.84272284,riverine,204.833545
946,Au Train Bay Southwest Shore Wetland,946:Au Train Bay Southwest Shore Wetland,46.43311064,-86.8746343,barrier,83.18232765
947,Rock River Area Wetland,947:Rock River Area Wetland,46.45329304,-86.90206842,barrier,207.476575
948,Laughing Fish Point Area Wetland #1,948:Laughing Fish Point Area Wetland #1,46.52998199,-87.00313432,barrier,5.866064566
949,Laughing Fish Point Area Wetland #2,949:Laughing Fish Point Area Wetland #2,46.53239165,-87.01125092,barrier,1.146514958
950,Laughing Fish Point Wetland,950:Laughing Fish Point Wetland,46.53343869,-87.02007825,barrier,1.727694349
951,Laughing Whitefish River Wetland,951:Laughing Whitefish River Wetland,46.52397815,-87.02768567,riverine,31.994548
952,Laughing Fish Point Area Wetland #3,952:Laughing Fish Point Area Wetland #3,46.51865806,-87.04909563,barrier,13.08248142
953,Laughing Fish Point Area Wetland #4,953:Laughing Fish Point Area Wetland #4,46.51538268,-87.06662955,barrier,11.5223331
954,Laughing Fish Point Area Wetland #5,954:Laughing Fish Point Area Wetland #5,46.51519619,-87.07389176,riverine,4.782019274
955,Laughing Fish Point Area Wetland #8,955:Laughing Fish Point Area Wetland #8,46.51475324,-87.07888655,barrier,0.79095619
956,Laughing Fish Point Area Wetland #7,956:Laughing Fish Point Area Wetland #7,46.51021459,-87.08502923,barrier,2.250588099
957,Laughing Fish Point Area Wetland #6,957:Laughing Fish Point Area Wetland #6,46.50895725,-87.08954334,barrier,1.79737377
958,Shot Point Wetland,958:Shot Point Wetland,46.49435981,-87.16821013,barrier,153.6139672
959,Marquette State Prison Area Wetland,959:Marquette State Prison Area Wetland,46.51349785,-87.38639029,riverine,14.37925
960,Middle Bay Wetland,960:Middle Bay Wetland,46.58632329,-87.41716456,barrier,101.9809973
961,Little Garlic River Wetland,961:Little Garlic River Wetland,46.67624233,-87.52547566,riverine,6.080871808
962,Big Garlic River Wetland,962:Big Garlic River Wetland,46.70240263,-87.57232175,barrier,121.381464
963,Yellow Dog Point Area Wetland #4,963:Yellow Dog Point Area Wetland #4,46.80789541,-87.63246445,barrier,5.506405398
964,Iron River Wetland,964:Iron River Wetland,46.81056494,-87.66214845,barrier,53.29615687
965,Big Bay Point Wetland,965:Big Bay Point Wetland,46.83356623,-87.68058104,barrier,6.640339248
966,Squaw Beach Wetland,966:Squaw Beach Wetland,46.82250363,-87.70844611,barrier,161.4827884
967,Salmon Trout River Wetland,967:Salmon Trout River Wetland,46.85266486,-87.78393736,barrier,531.7960241
968,Pine River Wetland,968:Pine River Wetland,46.88260828,-87.8567598,riverine,8.773714835
969,Huron River Wetland,969:Huron River Wetland,46.90862348,-88.0421979,riverine,23.01069042
970,Lightfoot Bay Wetland,970:Lightfoot Bay Wetland,46.89849779,-88.18826838,barrier,136.8335624
971,Echo Harbor Area Wetland,971:Echo Harbor Area Wetland,46.82511388,-88.2840459,riverine,42.57563834
972,Pequaming Wetland,972:Pequaming Wetland,46.8528909,-88.37608728,barrier,229.2857606
973,L'Anse Bay Wetland,973:L'Anse Bay Wetland,46.74904694,-88.50361924,riverine,281.4040317
974,Sand Point Wetland,974:Sand Point Wetland,46.79232111,-88.47230413,barrier,134.4614497
975,Assinins Area Wetland,975:Assinins Area Wetland,46.81922819,-88.48425606,barrier,43.42559307
976,Portage River Wetland #1,976:Portage River Wetland #1,46.98886786,-88.43728107,riverine,6.041110012
977,White City Area Wetland #1,977:White City Area Wetland #1,46.97884078,-88.42973306,barrier,38.02055318
979,Silver Creek Wetland,979:Silver Creek Wetland,47.01141223,-88.43608584,riverine,438.3804307
980,Sturgeon River-Snake River Delta Wetland,980:Sturgeon River-Snake River Delta Wetland,46.97458388,-88.50153071,riverine,3087.543857
981,Portage River Wetland #2,981:Portage River Wetland #2,47.00097737,-88.44764032,riverine,3.304937443
982,LeChance Creek Wetland,982:LeChance Creek Wetland,47.03028801,-88.38211247,riverine,313.1719568
983,Torch Bay Wetland,983:Torch Bay Wetland,47.09499093,-88.43108513,riverine,0.814817433
984,Dollar Bay Wetland,984:Dollar Bay Wetland,47.12651907,-88.48311305,riverine,106.3877933
985,Torch Lake Wetland,985:Torch Lake Wetland,47.14435439,-88.4091483,riverine,478.1341544
986,Rock River Wetland,986:Rock River Wetland,47.19893041,-88.39621342,riverine,8.717371824
987,Pike River Wetland,987:Pike River Wetland,47.01810138,-88.52789136,riverine,48.7681392
988,Pilgrim River Wetland,988:Pilgrim River Wetland,47.10456882,-88.51444861,riverine,15.92390375
989,Oskar Area Wetland,989:Oskar Area Wetland,47.18414449,-88.63870628,riverine,109.1489412
990,Portage Lake Ship Canal Wetland #1,990:Portage Lake Ship Canal Wetland #1,47.21668864,-88.62256611,riverine,6.673945007
991,Portage Lake Ship Canal Wetland #2,991:Portage Lake Ship Canal Wetland #2,47.22005504,-88.62528662,riverine,4.986696704
992,Bear Lake Wetland,992:Bear Lake Wetland,47.22777038,-88.60377231,barrier,51.4676684
993,Sevenmile Creek Wetland #2,993:Sevenmile Creek Wetland #2,47.23903713,-88.57893629,barrier,35.7746422
994,Sevenmile Creek Wetland #1,994:Sevenmile Creek Wetland #1,47.24638048,-88.56892418,barrier,12.48931157
995,Mud Lake Creek Little Traverse Bay Wetland,995:Mud Lake Creek Little Traverse Bay Wetland,47.14167397,-88.27678127,barrier,181.0076126
997,Reeds Point Wetland,997:Reeds Point Wetland,46.90948562,-88.20830608,lacustrine,5.875563662
998,Lac LaBelle Area Wetland,998:Lac LaBelle Area Wetland,47.36162837,-88.00891593,barrier,323.2562388
999,Lac LaBelle Wetland,999:Lac LaBelle Wetland,47.37824057,-87.97758106,barrier,479.1783272
1000,Point Isabelle Wetland,1000:Point Isabelle Wetland,47.34461845,-87.95045009,barrier,178.5934553
1001,Oliver Bay Wetland #2,1001:Oliver Bay Wetland #2,47.32675623,-87.98120689,barrier,2.660427243
1002,Oliver Bay Wetland #1,1002:Oliver Bay Wetland #1,47.31744725,-88.00053606,barrier,14.98148361
1003,Big Bay Wetland,1003:Big Bay Wetland,47.40020773,-87.78676078,barrier,156.5385002
1004,Lake Lily Wetland,1004:Lake Lily Wetland,47.46784468,-87.82418631,barrier,47.6317387
1005,Cedar Swamp,1005:Cedar Swamp,47.45512342,-88.14244482,barrier,136.679497
1006,The Marshes,1006:The Marshes,47.44493587,-88.20070183,barrier,221.2307202
1007,Great Sand Bay Area Wetland #1,1007:Great Sand Bay Area Wetland #1,47.43771418,-88.21687957,barrier,0.646635588
1008,Great Sand Bay Area Wetland #2,1008:Great Sand Bay Area Wetland #2,47.43564384,-88.22295198,barrier,0.246866172
1009,Great Sand Bay Area Wetland #3,1009:Great Sand Bay Area Wetland #3,47.43368987,-88.22540767,barrier,1.530761922
1010,Jacobs,1010:Jacobs,47.42865308,-88.24027184,barrier,5.037396514
1011,Dunes Drive Wetland,1011:Dunes Drive Wetland,47.42137436,-88.2674037,barrier,4.466894293
1012,Eagle River Area Wetland,1012:Eagle River Area Wetland,47.41747555,-88.28649447,barrier,0.266948317
1013,Silver Creek Area Wetland,1013:Silver Creek Area Wetland,47.40065404,-88.32674313,barrier,3.532489488
1014,Gratiot River Wetland,1014:Gratiot River Wetland,47.34384304,-88.44995342,riverine,23.92070572
1016,Brewery Creek Area Wetland #1,1016:Brewery Creek Area Wetland #1,47.30827109,-88.47650559,barrier,64.79235844
1017,Brewery Creek Area Wetland #2,1017:Brewery Creek Area Wetland #2,47.29450208,-88.49398482,barrier,18.67046493
1018,Brewery Creek Wetland,1018:Brewery Creek Wetland,47.28772795,-88.50639995,barrier,5.264668667
1019,Muggun Creek Area Wetland #1,1019:Muggun Creek Area Wetland #1,47.26257015,-88.54649619,barrier,19.57731338
1021,Muggun Creek Area Wetland #2,1021:Muggun Creek Area Wetland #2,47.25485105,-88.55634935,barrier,0.071440136
1022,Salmon Trout River Wetland,1022:Salmon Trout River Wetland,47.15275865,-88.76914611,riverine,1.627943162
1023,Little Elm River Wetland,1023:Little Elm River Wetland,47.02184084,-88.93820938,barrier,1.619930952
1024,East Sleeping River Wetland #1,1024:East Sleeping River Wetland #1,46.98268619,-89.07888359,riverine,11.97273994
1025,East Sleeping River Wetland,1025:East Sleeping River Wetland,46.98399708,-89.08742261,riverine,10.19037025
1026,Fourteen Mile Point Wetland,1026:Fourteen Mile Point Wetland,46.9901554,-89.12194076,barrier,50.90645842
1027,Firesteel River Wetland,1027:Firesteel River Wetland,46.93397167,-89.19378049,barrier,19.57096261
1028,Flintsteel River Wetland,1028:Flintsteel River Wetland,46.91516239,-89.21128525,barrier,88.89394618
1029,Flintsteel River Area Wetland,1029:Flintsteel River Area Wetland,46.91203341,-89.22582517,barrier,9.365613555
1030,Paddys Creek Wetland,1030:Paddys Creek Wetland,46.89056738,-89.27376687,riverine,18.16419835
1031,Grand Traverse Bay Wetland,1031:Grand Traverse Bay Wetland,47.18483918,-88.24984788,barrier,1451.760889
1032,Graveyard Creek Wetland,1032:Graveyard Creek Wetland,46.57238692,-90.49125772,riverine,25.27976445
1033,Chequamegon Wetland #3,1033:Chequamegon Wetland #3,46.62413369,-90.66229357,riverine,1604.120531
1034,Chequamegon Wetland #1,1034:Chequamegon Wetland #1,46.66723439,-90.72608867,lacustrine,164.0226694
1035,Chequamegon Wetland #2,1035:Chequamegon Wetland #2,46.63916762,-90.71440325,riverine,1591.202669
1036,Chequamegon Wetland,1036:Chequamegon Wetland,46.6397361,-90.7574579,barrier,2.736912887
1037,Southeast Chequamegon Bay Area Wetland #1,1037:Southeast Chequamegon Bay Area Wetland #1,46.63502483,-90.76628414,barrier,1.922655688
1039,Fish Creek Wetland #1,1039:Fish Creek Wetland #1,46.5826854,-90.9451856,riverine,302.0900336
1040,Fish Creek,1040:Fish Creek,46.59951409,-90.9515128,riverine,19.32500332
1041,Sioux River Wetland,1041:Sioux River Wetland,46.73264382,-90.88227732,riverine,43.03363239
1042,Sioux River Wetland #1,1042:Sioux River Wetland #1,46.7474118,-90.8875637,lacustrine,72.42944926
1043,La Pointe Wetland,1043:La Pointe Wetland,46.77640966,-90.78033882,barrier,23.26426407
1044,Big Bay Lagoon Wetland,1044:Big Bay Lagoon Wetland,46.80518168,-90.69432149,barrier,308.1104601
1045,Chebomnicon Bay Area Wetland,1045:Chebomnicon Bay Area Wetland,46.78160392,-90.72738689,riverine,1.51124854
1046,Bog Lake Wetland,1046:Bog Lake Wetland,46.85268279,-90.58787196,barrier,52.00707778
1047,Madeline Island Wetland #3,1047:Madeline Island Wetland #3,46.84242255,-90.59774146,barrier,5.213242385
1048,Quarry Bay Wetland,1048:Quarry Bay Wetland,46.92314928,-90.60342604,riverine,3.134094183
1049,Stockton Island Wetland,1049:Stockton Island Wetland,46.94409841,-90.61079252,riverine,4.871101168
1050,Stockton Island Area Wetland,1050:Stockton Island Area Wetland,46.95582249,-90.58521458,riverine,1.303067297
1051,Presque Isle Point Wetland,1051:Presque Isle Point Wetland,46.92740429,-90.55314002,barrier,116.7915003
1052,Presque Isle Bay Wetland,1052:Presque Isle Bay Wetland,46.92463185,-90.56320734,barrier,4.288539512
1053,Michigan Island Wetland #1,1053:Michigan Island Wetland #1,46.87580525,-90.51228021,barrier,5.689492967
1054,Rocky Island Wetland #1,1054:Rocky Island Wetland #1,47.02094249,-90.68006599,barrier,5.548271861
1055,Rocky Island Wetland #2,1055:Rocky Island Wetland #2,47.02072542,-90.68499672,barrier,1.321037506
1056,Sand Point Wetland,1056:Sand Point Wetland,47.00569588,-90.45993209,barrier,44.53126932
1057,Sand Point Wetland #1,1057:Sand Point Wetland #1,47.00241208,-90.45406753,riverine,4.74343624
1058,Michigan Island Wetland #2,1058:Michigan Island Wetland #2,46.87716272,-90.50747481,barrier,1.601351189
1060,Frog Creek Wetland,1060:Frog Creek Wetland,46.90714072,-90.7807475,riverine,6.022918271
1061,York Island Wetland,1061:York Island Wetland,46.98542714,-90.86954723,barrier,1.413075179
1062,Raspberry Bay Wetland,1062:Raspberry Bay Wetland,46.93086317,-90.82684382,riverine,46.55530981
1063,Little Sand Bay Wetland,1063:Little Sand Bay Wetland,46.94755227,-90.88292515,riverine,7.355907362
1064,Sand River Wetland,1064:Sand River Wetland,46.92865038,-90.93818307,riverine,134.7570623
1065,Sand Island Wetland,1065:Sand Island Wetland,46.98708483,-90.93975633,barrier,48.69800764
1068,Bark Bay Wetland,1068:Bark Bay Wetland,46.84820338,-91.2039291,barrier,322.5310232
1069,Lost Creek Wetland,1069:Lost Creek Wetland,46.85360561,-91.1308461,riverine,91.47323039
1070,Bibon Lake-Flag River Wetland,1070:Bibon Lake-Flag River Wetland,46.78420044,-91.38711391,riverine,334.8365764
1071,Cranberry River Wetland,1071:Cranberry River Wetland,46.82720338,-91.266889,riverine,31.75848859
1072,Herbster Area Wetland,1072:Herbster Area Wetland,46.83354107,-91.25980945,riverine,1.569591972
1073,Bois Brule River Wetland,1073:Bois Brule River Wetland,46.74526216,-91.60994682,riverine,15.13757595
1074,Amnicon River Wetland,1074:Amnicon River Wetland,46.68850019,-91.86241787,riverine,7.108082427
1075,Middle River Wetland,1075:Middle River Wetland,46.68805783,-91.82735652,riverine,4.779208666
1076,Poplar River Wetland,1076:Poplar River Wetland,46.69167119,-91.79392676,riverine,4.415282493
1077,Allouez Bay Wetland,1077:Allouez Bay Wetland,46.6809155,-91.98198092,lacustrine,133.2281719
1078,Nemadji River Wetland #1 and #2,1078:Nemadji River Wetland #1 and #2,46.68248735,-92.04854605,riverine,190.5676547
1079,BENCHMARK:Hog Island Area Wetland,1079:BENCHMARK:Hog Island Area Wetland,46.70285523,-92.03728788,riverine,10.08506135
1081,Superior City Wetland #1,1081:Superior City Wetland #1,46.73556914,-92.08165026,lacustrine,0.897274479
1082,Connors Point Wetland,1082:Connors Point Wetland,46.74482865,-92.09927448,lacustrine,1.926697637
1084,Superior City Wetland #3,1084:Superior City Wetland #3,46.7381518,-92.10774673,lacustrine,1.073487828
1085,Superior City Wetland #4,1085:Superior City Wetland #4,46.7323694,-92.11251293,lacustrine,1.748148691
1088,BENCHMARK:Dwights Point Wetland,1088:BENCHMARK:Dwights Point Wetland,46.70987658,-92.16565026,riverine,16.96024583
1089,Clough Island Wetland #1,1089:Clough Island Wetland #1,46.70957184,-92.18651894,riverine,6.314096577
1090,BENCHMARK:Tallas Island Wetland,1090:BENCHMARK:Tallas Island Wetland,46.71684262,-92.19145853,riverine,10.42807455
1094,Billings Park Area Wetland,1094:Billings Park Area Wetland,46.70597276,-92.14427187,riverine,2.716989796
1095,BENCHMARK:Kimballs Bay Wetland,1095:BENCHMARK:Kimballs Bay Wetland,46.68876578,-92.14006005,riverine,10.1148589
1096,Pokegama River Wetland,1096:Pokegama River Wetland,46.67605398,-92.14364901,riverine,54.76920699
1097,Pokegama Bay Wetland,1097:Pokegama Bay Wetland,46.67812644,-92.16520837,riverine,1.891683508
1098,BENCHMARK:Little Pokegama Bay Wetland #2,1098:BENCHMARK:Little Pokegama Bay Wetland #2,46.67130771,-92.17507442,riverine,22.59631656
1099,Little Pokegama Bay Wetland #1,1099:Little Pokegama Bay Wetland #1,46.66570463,-92.19632445,riverine,65.00916667
1101,Clough Island Area Wetland #2,1101:Clough Island Area Wetland #2,46.70108871,-92.20354967,riverine,5.556232743
1102,Spirit Lake Wetland #6,1102:Spirit Lake Wetland #6,46.6988764,-92.19446362,riverine,10.10253277
1110,Bear Island Wetland,1110:Bear Island Wetland,47.79591638,-90.11873188,barrier,6.45842701
1114,Paradise Beach Wetland #1,1114:Paradise Beach Wetland #1,47.80705026,-90.08078972,barrier,21.142454
1115,Paradise Beach Wetland #5,1115:Paradise Beach Wetland #5,47.84515292,-89.94251127,barrier,1.23561784
1116,Grace Harbor Wetland #2,1116:Grace Harbor Wetland #2,47.88617861,-89.19091191,barrier,44.05893777
1117,Grace Harbor Wetland #1,1117:Grace Harbor Wetland #1,47.91606842,-89.15943035,riverine,15.37423771
1118,Grace Harbor Wetland,1118:Grace Harbor Wetland,47.87533022,-89.23779681,lacustrine,5.172128332
1119,Little Todd Harbor Wetland,1119:Little Todd Harbor Wetland,48.02116156,-88.91130668,lacustrine,34.22855931
1120,Florence Bay-Pickett Bay Wetland,1120:Florence Bay-Pickett Bay Wetland,48.03557412,-88.8778385,barrier,65.55567565
1121,Pickett Bay Area Wetland,1121:Pickett Bay Area Wetland,48.05524779,-88.81694681,barrier,2.434588007
1122,McCargoe Cove Wetland,1122:McCargoe Cove Wetland,48.08505334,-88.70811444,riverine,7.767049129
1123,McCargoe Cove Wetland #1,1123:McCargoe Cove Wetland #1,48.10992386,-88.6920976,barrier,1.226836342
1124,McCargoe Cove Wetland #2,1124:McCargoe Cove Wetland #2,48.10892645,-88.68056261,lacustrine,2.138965385
1125,McCargoe Cove Wetland #3,1125:McCargoe Cove Wetland #3,48.11119699,-88.66714946,lacustrine,8.63103231
1126,Lake Eva Wetland,1126:Lake Eva Wetland,48.12767354,-88.63408145,lacustrine,3.571413374
1127,Lake Eva Wetland #1,1127:Lake Eva Wetland #1,48.12069034,-88.64059931,lacustrine,7.988120339
1128,Lane Cove Wetland,1128:Lane Cove Wetland,48.14140559,-88.57911944,lacustrine,2.878625903
1129,Duncan Bay Tributary Wetland,1129:Duncan Bay Tributary Wetland,48.13995237,-88.54935258,riverine,24.53870421
1130,Duncan Bay Wetland,1130:Duncan Bay Wetland,48.14317645,-88.53441145,lacustrine,4.405269087
1131,"Tobin Harbor, Creek Wetland","1131:Tobin Harbor, Creek Wetland",48.11821674,-88.55640195,lacustrine,74.71617827
